,Unnamed: 0,Unnamed: 0.1,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
3395,35,35,21.25,0.43,18.5,0.5,26.75,0.43,bending2
3396,36,36,21.67,0.94,19.5,0.5,27.0,0.0,bending2
3397,37,37,22.0,0.82,21.33,0.47,27.0,0.0,bending2
3398,38,38,22.0,0.82,20.67,0.47,27.0,0.0,bending2
3399,39,39,20.75,1.09,20.75,1.09,27.25,0.43,bending2
3400,40,40,21.0,0.71,18.75,1.48,27.25,0.43,bending2
3401,41,41,22.25,0.83,17.75,0.83,27.5,0.5,bending2
3402,42,42,22.25,0.83,18.5,1.12,27.0,0.0,bending2
3403,43,43,23.0,0.82,18.33,1.25,27.5,0.5,bending2
3404,44,44,22.75,0.83,21.75,0.83,27.25,0.43,bending2
3405,45,45,23.25,0.83,21.25,0.43,28.0,0.0,bending2
3406,46,46,22.75,0.83,21.0,0.0,27.67,0.47,bending2
3407,47,47,24.0,0.0,21.33,0.47,27.33,0.47,bending2
3408,48,48,24.0,0.0,23.0,0.0,27.5,0.5,bending2
3409,49,49,24.0,0.0,23.0,0.0,27.0,0.0,bending2
3410,50,50,24.0,0.0,23.0,0.0,27.0,0.0,bending2
3411,51,51,24.0,0.0,23.0,0.0,27.0,0.0,bending2
3412,52,52,24.0,0.0,22.5,0.5,27.0,0.0,bending2
3413,53,53,24.0,0.0,22.75,0.43,27.0,0.0,bending2
3414,54,54,24.0,0.0,22.33,0.47,27.0,0.0,bending2
3415,55,55,24.0,0.0,22.25,0.43,27.25,0.43,bending2
3416,56,56,24.0,0.0,22.25,0.43,27.5,0.5,bending2
3417,57,57,24.0,0.0,22.25,0.43,27.5,0.5,bending2
3418,58,58,24.0,0.0,23.0,0.0,27.5,0.5,bending2
3419,59,59,24.0,0.0,22.0,0.0,27.0,0.0,bending2
3420,60,60,23.5,0.5,21.67,0.47,27.0,0.0,bending2
3421,61,61,20.75,2.95,21.75,0.43,27.0,0.0,bending2
3422,62,62,13.75,2.59,21.5,0.5,18.25,1.79,bending2
3423,63,63,20.0,1.22,20.25,0.43,21.0,0.0,bending2
3424,64,64,21.67,0.47,19.5,0.5,23.0,0.82,bending2
3425,65,65,20.75,1.3,21.0,0.0,24.0,0.0,bending2
3426,66,66,21.0,2.55,19.25,1.92,24.0,0.0,bending2
3427,67,67,19.0,1.58,20.5,0.87,24.5,0.87,bending2
3428,68,68,20.75,0.43,11.0,4.53,24.25,0.43,bending2
3429,69,69,23.75,0.43,12.75,0.83,24.75,0.83,bending2
3430,70,70,25.33,1.25,17.67,4.11,26.25,0.83,bending2
3431,71,71,25.5,1.12,17.25,4.82,26.25,0.83,bending2
3432,72,72,26.25,0.43,19.5,1.66,26.25,0.83,bending2
3433,73,73,26.75,0.43,19.25,1.09,26.75,1.09,bending2
3434,74,74,26.0,1.41,16.67,0.47,26.75,0.43,bending2
3435,75,75,24.0,0.0,12.75,2.59,26.75,0.43,bending2
3436,76,76,23.75,0.43,9.5,0.5,26.75,0.43,bending2
3437,77,77,22.25,1.09,11.33,0.94,27.0,0.0,bending2
3438,78,78,22.33,0.47,12.0,1.0,27.0,0.0,bending2
3439,79,79,23.0,0.0,10.0,1.22,27.0,0.0,bending2
3440,80,80,23.5,0.5,5.67,1.7,27.0,0.0,bending2
3441,81,81,23.25,0.43,8.25,2.86,27.0,0.0,bending2
3442,82,82,23.75,0.43,14.5,0.87,27.0,0.0,bending2
3443,83,83,24.0,0.0,15.25,0.43,27.0,0.0,bending2
3444,84,84,24.0,0.0,14.5,0.5,27.0,0.0,bending2
3445,85,85,24.0,0.0,15.0,0.0,27.0,0.0,bending2
3446,86,86,24.0,0.0,14.75,0.43,27.0,0.0,bending2
3447,87,87,24.33,0.47,13.67,0.47,27.75,0.43,bending2
3448,88,88,24.5,0.87,16.5,1.66,27.25,0.43,bending2
3449,89,89,24.25,0.43,16.25,0.83,27.5,0.5,bending2
3450,90,90,24.75,0.43,16.5,0.5,28.0,0.0,bending2
3451,91,91,24.75,0.43,16.0,0.0,27.75,0.43,bending2
3452,92,92,24.25,0.43,15.25,0.43,28.0,0.0,bending2
3453,93,93,25.25,0.43,16.0,0.0,28.33,0.47,bending2
3454,94,94,26.0,0.82,15.0,0.0,27.67,0.47,bending2
3455,95,95,26.5,0.5,14.75,0.43,26.5,0.5,bending2
3456,96,96,25.75,0.43,12.75,0.43,26.75,0.43,bending2
3457,97,97,24.0,0.0,12.67,0.47,26.75,0.43,bending2
3458,98,98,12.75,6.76,16.75,1.64,25.5,1.12,bending2
3459,99,99,13.25,4.6,18.75,1.3,25.75,1.3,bending2
3460,100,100,16.75,2.68,19.5,0.5,25.75,0.83,bending2
3461,101,101,17.0,0.71,20.5,0.5,25.75,1.09,bending2
3462,102,102,21.25,3.27,19.0,1.22,26.25,1.3,bending2
3463,103,103,18.75,1.92,20.25,0.83,24.5,0.5,bending2
3464,104,104,17.25,3.03,20.75,0.43,24.5,0.87,bending2
3465,105,105,17.0,4.0,19.5,0.5,25.0,0.71,bending2
3466,106,106,20.0,4.12,18.75,0.83,25.5,0.87,bending2
3467,107,107,16.0,3.94,20.5,0.87,25.0,0.71,bending2
3468,108,108,21.75,1.3,19.5,0.5,26.25,0.83,bending2
3469,109,109,22.0,0.71,20.5,0.5,26.5,0.5,bending2
3470,110,110,21.75,0.83,19.5,0.5,26.5,0.5,bending2
3471,111,111,23.75,0.43,18.0,0.0,26.5,0.5,bending2
3472,112,112,24.5,0.5,18.0,0.0,26.67,0.47,bending2
3473,113,113,25.5,1.12,18.0,0.0,26.0,1.0,bending2
3474,114,114,26.75,0.43,18.0,0.0,26.0,1.0,bending2
3475,115,115,26.0,0.71,18.0,0.0,26.5,0.5,bending2
3476,116,116,25.33,0.47,17.5,0.5,26.33,0.47,bending2
3477,117,117,25.25,0.43,17.0,0.0,26.5,0.5,bending2
3478,118,118,26.25,0.43,17.75,0.43,26.5,0.5,bending2
3479,119,119,26.5,0.5,18.0,0.0,26.5,0.5,bending2
3480,120,120,26.0,0.71,18.0,0.0,26.5,0.5,bending2
3481,121,121,25.33,0.47,18.0,0.0,26.5,0.5,bending2
3482,122,122,24.75,0.43,18.0,0.0,26.5,0.5,bending2
3483,123,123,24.75,0.83,18.0,0.0,26.5,0.5,bending2
3484,124,124,25.25,0.43,18.0,0.0,26.5,0.5,bending2
3485,125,125,26.0,0.71,18.0,0.0,26.67,0.47,bending2
3486,126,126,25.0,0.71,18.0,0.0,26.25,0.83,bending2
3487,127,127,24.5,0.5,17.75,0.43,26.5,0.5,bending2
3488,128,128,24.33,0.47,18.5,0.5,26.33,0.47,bending2
3489,129,129,24.2,0.4,18.0,0.0,26.6,0.49,bending2
3490,130,130,24.33,0.47,18.0,0.0,26.33,0.47,bending2
3491,131,131,24.0,0.0,18.0,0.0,27.0,0.0,bending2
3492,132,132,24.33,0.47,18.0,0.0,26.75,0.43,bending2
3493,133,133,24.0,0.0,18.0,0.0,25.75,0.83,bending2
3494,134,134,24.25,0.43,18.0,0.0,25.75,0.83,bending2
3495,135,135,24.0,0.0,18.75,0.83,26.5,0.5,bending2
3496,136,136,24.0,0.0,18.5,0.5,26.5,0.5,bending2
3497,137,137,24.0,0.0,18.75,0.43,26.75,0.43,bending2
3498,138,138,24.0,0.0,19.25,0.43,26.5,0.87,bending2
3499,139,139,24.0,0.0,18.0,0.71,24.0,1.41,bending2
3500,140,140,24.0,0.0,18.75,1.09,23.75,0.43,bending2
3501,141,141,23.75,0.43,20.0,0.0,22.75,0.43,bending2
3502,142,142,24.0,0.0,19.5,0.5,22.0,0.71,bending2
3503,143,143,23.75,0.43,18.67,0.47,20.67,0.47,bending2
3504,144,144,20.75,1.92,15.5,0.5,19.75,1.79,bending2
3505,145,145,21.25,0.43,10.0,2.55,15.2,2.64,bending2
3506,146,146,21.5,0.87,15.75,0.83,23.0,1.73,bending2
3507,147,147,21.5,0.87,18.0,0.71,24.25,0.43,bending2
3508,148,148,22.0,1.0,18.67,0.47,24.0,0.0,bending2
3509,149,149,24.0,0.0,19.5,0.5,24.25,0.43,bending2
3510,150,150,25.33,0.94,20.0,0.0,25.33,0.47,bending2
3511,151,151,26.5,0.5,21.0,0.0,26.0,1.0,bending2
3512,152,152,26.75,0.43,20.5,0.5,26.5,0.5,bending2
3513,153,153,26.67,0.47,21.0,0.0,26.5,0.5,bending2
3514,154,154,26.25,0.43,20.0,0.71,27.0,0.0,bending2
3515,155,155,26.75,0.43,18.5,0.5,27.0,0.0,bending2
3516,156,156,27.0,0.0,18.75,0.43,27.0,0.0,bending2
3517,157,157,26.5,0.5,19.0,0.0,27.0,0.0,bending2
3518,158,158,26.5,0.5,19.75,0.43,27.0,0.0,bending2
3519,159,159,27.0,0.0,20.67,0.47,27.0,0.0,bending2
3520,160,160,27.0,0.0,21.0,0.0,27.75,0.43,bending2
3521,161,161,27.0,0.0,20.25,0.43,27.67,0.47,bending2
3522,162,162,26.67,0.47,20.0,0.0,27.0,0.0,bending2
3523,163,163,25.75,0.43,19.0,0.71,27.0,0.0,bending2
3524,164,164,27.0,0.0,18.0,0.0,27.0,0.0,bending2
3525,165,165,27.0,0.0,18.0,0.0,27.0,0.0,bending2
3526,166,166,27.0,0.0,18.5,0.5,27.0,0.0,bending2
3527,167,167,27.67,0.47,18.0,0.0,27.0,0.0,bending2
3528,168,168,28.25,0.43,18.25,0.43,27.0,0.0,bending2
3529,169,169,28.75,0.43,18.75,0.43,27.0,0.0,bending2
3530,170,170,28.75,0.43,18.0,0.0,27.0,0.0,bending2
3531,171,171,29.0,0.0,18.0,0.0,27.25,0.43,bending2
3532,172,172,29.0,0.0,18.75,0.43,27.25,0.43,bending2
3533,173,173,29.0,0.0,18.75,0.43,27.0,0.0,bending2
3534,174,174,29.0,0.0,18.0,0.0,27.0,0.0,bending2
3535,175,175,29.0,0.0,18.5,0.5,27.0,0.0,bending2
3536,176,176,30.0,0.0,17.25,0.43,28.0,0.0,bending2
3537,177,177,30.0,0.0,17.0,0.0,28.0,0.0,bending2
3538,178,178,30.0,0.0,16.0,0.71,28.5,0.5,bending2
3539,179,179,30.0,0.0,16.5,0.5,28.75,0.43,bending2
3540,180,180,29.0,0.0,16.25,0.43,28.75,0.43,bending2
3541,181,181,29.0,0.0,15.25,0.43,29.5,0.5,bending2
3542,182,182,28.0,0.71,15.0,0.0,29.5,0.5,bending2
3543,183,183,27.0,0.0,15.0,0.0,29.0,0.0,bending2
3544,184,184,27.75,0.43,15.0,0.0,29.0,0.0,bending2
3545,185,185,28.33,0.47,15.5,0.87,28.67,0.47,bending2
3546,186,186,30.25,0.43,17.5,2.18,28.0,0.71,bending2
3547,187,187,31.25,0.83,24.0,0.71,24.75,1.48,bending2
3548,188,188,30.0,0.0,25.33,0.47,21.0,0.0,bending2
3549,189,189,30.75,0.43,24.25,0.43,23.5,1.5,bending2
3550,190,190,30.5,0.87,23.25,1.3,24.75,0.83,bending2
3551,191,191,30.75,0.83,20.0,1.58,28.25,0.83,bending2
3552,192,192,29.0,1.63,16.33,1.25,29.0,0.71,bending2
3553,193,193,29.75,1.09,15.75,1.48,28.75,0.43,bending2
3554,194,194,32.0,0.71,18.5,0.5,28.0,0.0,bending2
3555,195,195,31.5,0.5,18.25,1.09,28.5,0.5,bending2
3556,196,196,29.75,2.28,19.0,0.82,28.67,0.47,bending2
3557,197,197,44.5,6.87,24.5,0.5,23.75,0.43,bending2
3558,198,198,51.0,0.0,24.5,0.5,21.0,0.0,bending2
3559,199,199,51.0,0.0,24.0,0.0,18.67,0.94,bending2
3560,200,200,48.5,2.6,24.5,0.5,23.0,1.73,bending2
3561,201,201,35.33,5.19,21.33,0.47,24.5,0.87,bending2
3562,202,202,26.25,2.68,14.0,6.0,29.25,0.83,bending2
3563,203,203,28.0,1.0,2.75,1.79,28.5,0.5,bending2
3564,204,204,27.25,1.64,5.75,3.42,28.25,0.43,bending2
3565,205,205,29.33,0.94,7.5,1.5,28.5,0.5,bending2
3566,206,206,30.0,0.0,12.0,1.63,29.0,0.0,bending2
3567,207,207,30.25,0.43,13.75,1.3,28.75,0.43,bending2
3568,208,208,30.0,0.82,13.0,1.0,29.0,0.0,bending2
3569,209,209,27.75,0.83,16.75,1.09,28.5,0.5,bending2
3570,210,210,27.25,0.43,16.5,0.5,29.0,0.0,bending2
3571,211,211,27.33,0.47,16.5,0.5,29.25,0.43,bending2
3572,212,212,27.0,0.0,15.0,0.0,29.75,0.43,bending2
3573,213,213,27.0,0.0,15.0,0.0,30.0,0.0,bending2
3574,214,214,27.0,0.0,14.5,0.87,29.75,0.43,bending2
3575,215,215,26.25,0.43,16.0,0.82,29.67,0.47,bending2
3576,216,216,26.75,0.43,14.25,0.83,30.0,0.0,bending2
3577,217,217,27.0,0.0,15.0,0.71,28.75,0.43,bending2
3578,218,218,27.67,0.47,16.0,1.0,29.0,0.0,bending2
3579,219,219,28.0,0.0,17.67,0.47,30.0,0.0,bending2
3580,220,220,27.75,0.43,18.0,0.0,29.5,0.87,bending2
3581,221,221,27.0,0.0,17.5,0.87,28.0,0.0,bending2
3582,222,222,24.75,0.83,18.25,0.43,28.0,0.0,bending2
3583,223,223,24.75,0.43,18.25,0.43,28.25,0.43,bending2
3584,224,224,25.0,0.0,18.25,0.43,27.75,0.43,bending2
3585,225,225,24.25,0.43,19.5,0.87,28.5,0.5,bending2
3586,226,226,24.75,0.43,18.0,0.0,27.75,0.43,bending2
3587,227,227,24.75,0.43,18.5,0.5,28.0,0.0,bending2
3588,228,228,25.25,0.43,18.75,0.43,27.75,0.43,bending2
3589,229,229,25.75,0.43,18.25,0.43,27.5,0.5,bending2
3590,230,230,25.5,0.5,18.5,0.5,27.0,0.0,bending2
3591,231,231,25.25,0.43,19.5,0.5,27.0,0.0,bending2
3592,232,232,25.25,0.43,19.0,0.0,27.0,0.0,bending2
3593,233,233,25.25,0.43,18.25,0.43,27.0,0.0,bending2
3594,234,234,25.0,0.0,18.0,0.0,27.0,0.0,bending2
3595,235,235,24.75,0.43,18.0,0.0,27.0,0.0,bending2
3596,236,236,24.67,0.47,18.0,0.0,27.0,0.0,bending2
3597,237,237,25.0,0.0,18.67,0.47,27.0,0.0,bending2
3598,238,238,24.75,0.43,19.0,0.0,27.0,0.0,bending2
3599,239,239,24.25,0.43,19.75,0.43,26.75,0.43,bending2
3600,240,240,24.25,0.43,19.25,0.43,26.5,0.5,bending2
3601,241,241,24.0,0.0,18.5,0.5,26.25,0.83,bending2
3602,242,242,24.25,0.43,18.75,0.83,26.25,0.83,bending2
3603,243,243,24.0,0.0,19.5,1.12,26.75,0.43,bending2
3604,244,244,23.0,1.22,18.0,2.16,23.0,3.74,bending2
3605,245,245,18.5,2.6,18.75,2.49,25.0,2.45,bending2
3606,246,246,25.5,1.8,12.0,1.63,24.33,0.47,bending2
3607,247,247,26.25,1.92,21.0,0.0,26.75,1.64,bending2
3608,248,248,24.25,0.43,16.25,4.44,26.25,1.92,bending2
3609,249,249,24.25,0.43,20.25,4.82,23.5,2.87,bending2
3610,250,250,26.0,0.82,17.25,3.77,25.0,2.83,bending2
3611,251,251,27.33,0.47,16.0,1.58,20.67,2.87,bending2
3612,252,252,24.5,1.5,14.75,0.83,20.75,2.17,bending2
3613,253,253,21.67,0.47,20.67,2.05,19.0,4.74,bending2
3614,254,254,23.5,0.5,14.33,5.19,20.75,2.28,bending2
3615,255,255,25.5,1.5,21.0,1.58,20.75,2.38,bending2
3616,256,256,24.25,0.43,20.5,2.06,18.5,1.8,bending2
3617,257,257,24.75,0.43,20.5,2.6,21.75,2.49,bending2
3618,258,258,24.5,0.5,20.25,1.3,22.0,1.22,bending2
3619,259,259,24.0,0.0,17.67,2.36,21.0,0.0,bending2
3620,260,260,25.5,0.5,16.8,0.75,23.6,0.49,bending2
3621,261,261,25.0,0.0,19.0,1.0,21.25,0.43,bending2
3622,262,262,24.25,0.43,18.75,0.43,21.25,0.43,bending2
3623,263,263,23.75,0.43,17.25,1.92,21.25,0.43,bending2
3624,264,264,23.5,0.87,18.75,0.83,21.5,0.5,bending2
3625,265,265,22.0,0.71,18.0,0.0,21.0,0.0,bending2
3626,266,266,23.5,0.5,17.67,0.47,20.67,0.47,bending2
3627,267,267,24.25,0.43,18.0,2.45,21.33,1.7,bending2
3628,268,268,24.0,0.0,16.25,1.3,21.0,1.63,bending2
3629,269,269,24.5,0.5,17.5,2.6,20.0,1.22,bending2
3630,270,270,24.67,0.47,21.0,0.0,19.25,0.83,bending2
3631,271,271,23.75,0.43,21.0,0.0,18.5,0.5,bending2
3632,272,272,22.5,0.5,21.0,0.0,18.25,0.43,bending2
3633,273,273,22.5,0.5,21.5,0.5,18.5,0.5,bending2
3634,274,274,21.5,0.87,21.5,0.5,19.5,1.12,bending2
3635,275,275,21.5,0.5,22.5,1.12,19.5,2.06,bending2
3636,276,276,20.75,0.43,19.0,1.0,23.25,0.83,bending2
3637,277,277,18.75,2.77,20.5,0.87,20.75,1.48,bending2
3638,278,278,17.5,1.5,21.25,1.48,19.0,1.22,bending2
3639,279,279,19.25,0.43,23.0,0.0,21.0,0.0,bending2
3640,280,280,20.25,0.43,22.67,0.47,21.33,0.47,bending2
3641,281,281,20.5,0.5,23.5,0.5,20.75,1.09,bending2
3642,282,282,21.0,0.0,23.75,0.43,23.0,1.58,bending2
3643,283,283,20.5,0.5,21.75,0.43,24.25,0.43,bending2
3644,284,284,20.67,0.47,22.25,0.83,24.0,0.0,bending2
3645,285,285,20.5,0.5,24.0,0.0,24.25,0.43,bending2
3646,286,286,18.67,0.94,23.67,0.47,21.0,2.55,bending2
3647,287,287,20.0,1.0,21.5,2.29,19.75,2.17,bending2
3648,288,288,20.25,1.3,22.5,1.5,19.5,2.69,bending2
3649,289,289,18.25,0.83,22.0,0.71,14.75,0.83,bending2
3650,290,290,19.25,1.3,21.5,0.87,19.0,2.45,bending2
3651,291,291,21.0,0.0,21.0,0.0,20.5,0.5,bending2
3652,292,292,21.0,0.0,20.75,0.43,20.5,0.5,bending2
3653,293,293,21.25,0.43,21.0,0.0,19.0,0.71,bending2
3654,294,294,21.5,0.5,21.5,0.87,18.5,0.5,bending2
3655,295,295,21.75,0.83,22.0,0.0,18.67,0.94,bending2
3656,296,296,21.67,0.47,22.25,0.43,19.33,0.94,bending2
3657,297,297,21.5,0.5,22.25,0.43,19.75,1.3,bending2
3658,298,298,22.75,0.43,22.25,0.43,20.5,0.5,bending2
3659,299,299,22.5,0.5,22.0,0.71,19.25,0.83,bending2
3660,300,300,22.75,0.43,22.0,0.0,18.75,0.83,bending2
3661,301,301,22.33,0.47,22.0,0.82,19.25,1.3,bending2
3662,302,302,22.25,0.43,21.0,0.0,19.5,2.06,bending2
3663,303,303,22.5,0.5,21.0,0.0,20.5,0.5,bending2
3664,304,304,22.5,0.5,20.75,0.43,20.5,0.5,bending2
3665,305,305,22.75,0.43,20.5,0.5,20.75,0.43,bending2
3666,306,306,23.0,0.71,19.75,0.43,20.5,0.5,bending2
3667,307,307,23.5,0.5,19.25,0.43,20.5,0.87,bending2
3668,308,308,23.0,0.71,21.0,0.0,18.0,1.87,bending2
3669,309,309,23.5,0.5,21.5,0.5,20.0,1.0,bending2
3670,310,310,23.5,0.5,21.5,1.12,18.75,1.3,bending2
3671,311,311,23.5,0.5,22.67,0.47,20.33,0.47,bending2
3672,312,312,23.5,0.5,22.0,0.71,19.75,0.43,bending2
3673,313,313,23.5,0.5,21.25,0.43,17.75,0.43,bending2
3674,314,314,23.5,0.5,21.5,0.5,19.0,0.71,bending2
3675,315,315,23.5,0.5,21.25,0.43,21.0,0.0,bending2
3676,316,316,23.5,0.5,21.0,0.0,21.0,0.0,bending2
3677,317,317,23.5,0.5,21.0,0.0,20.75,0.43,bending2
3678,318,318,23.75,0.43,21.0,0.0,19.75,1.09,bending2
3679,319,319,23.67,0.47,21.0,0.0,15.33,0.47,bending2
3680,320,320,22.0,0.63,21.5,0.5,15.2,0.75,bending2
3681,321,321,21.33,0.47,22.5,0.87,17.67,0.47,bending2
3682,322,322,21.5,0.5,22.0,1.0,19.5,1.12,bending2
3683,323,323,22.0,0.71,20.0,1.0,21.25,0.43,bending2
3684,324,324,22.33,0.47,18.0,0.0,21.75,0.83,bending2
3685,325,325,22.67,0.47,21.0,0.82,21.75,0.83,bending2
3686,326,326,22.75,0.43,22.0,0.71,21.0,0.0,bending2
3687,327,327,22.75,0.43,22.25,0.43,19.75,0.43,bending2
3688,328,328,23.75,0.43,21.0,0.0,19.75,0.83,bending2
3689,329,329,24.0,0.0,21.25,0.43,20.0,0.71,bending2
3690,330,330,24.0,0.0,21.0,0.0,19.67,0.47,bending2
3691,331,331,24.0,0.0,21.75,0.43,19.0,1.0,bending2
3692,332,332,24.0,0.0,22.0,0.0,19.0,0.82,bending2
3693,333,333,23.33,0.47,21.67,0.47,16.75,1.09,bending2
3694,334,334,23.5,0.5,18.25,1.79,19.0,2.35,bending2
3695,335,335,23.67,0.47,11.0,3.0,20.5,4.97,bending2
3696,336,336,24.0,0.0,5.75,2.38,24.0,0.0,bending2
3697,337,337,23.75,0.43,9.25,0.83,23.0,0.71,bending2
3698,338,338,23.25,0.43,9.25,0.43,23.0,0.71,bending2
3699,339,339,23.0,0.71,7.75,1.79,22.5,1.12,bending2
3700,340,340,23.25,0.83,6.25,0.43,23.5,0.5,bending2
3701,341,341,23.5,0.5,3.0,2.0,23.5,0.5,bending2
3702,342,342,23.5,0.5,0.0,0.0,23.67,0.47,bending2
3703,343,343,23.33,0.47,0.0,0.0,23.67,0.47,bending2
3704,344,344,23.0,0.71,4.0,2.0,23.75,0.43,bending2
3705,345,345,23.25,0.43,2.33,1.25,23.5,0.5,bending2
3706,346,346,23.5,0.5,3.0,0.82,23.5,0.5,bending2
3707,347,347,23.67,0.47,9.0,0.0,23.75,0.43,bending2
3708,348,348,24.33,0.47,5.5,3.5,23.75,0.43,bending2
3709,349,349,24.5,0.5,7.75,3.96,22.5,0.5,bending2
3710,350,350,24.25,0.43,4.0,2.0,22.0,1.0,bending2
3711,351,351,24.0,0.0,11.25,0.83,22.75,0.43,bending2
3712,352,352,24.0,0.0,9.5,0.87,22.5,1.12,bending2
3713,353,353,23.75,0.43,9.5,0.87,22.5,0.5,bending2
3714,354,354,23.75,0.43,8.5,0.5,23.0,1.0,bending2
3715,355,355,23.75,0.43,7.75,3.34,22.75,1.09,bending2
3716,356,356,24.0,0.0,17.67,4.03,18.67,0.94,bending2
3717,357,357,24.0,0.0,20.25,0.83,18.5,0.5,bending2
3718,358,358,23.67,0.47,18.75,1.3,21.67,0.47,bending2
3719,359,359,23.5,0.5,20.0,1.0,20.5,0.87,bending2
3720,360,360,24.0,0.0,19.25,0.83,20.5,1.5,bending2
3721,361,361,24.0,0.0,18.67,0.94,21.0,0.0,bending2
3722,362,362,23.75,0.43,20.0,0.71,20.25,0.43,bending2
3723,363,363,24.0,0.0,20.67,0.47,19.75,0.83,bending2
3724,364,364,24.0,0.0,21.0,0.71,19.75,0.43,bending2
3725,365,365,24.0,0.0,21.5,0.5,20.0,1.22,bending2
3726,366,366,24.0,0.0,21.75,0.43,19.25,1.64,bending2
3727,367,367,24.0,0.0,23.75,0.43,21.5,1.12,bending2
3728,368,368,24.0,0.0,23.25,0.43,20.25,0.83,bending2
3729,369,369,24.25,0.43,24.0,0.0,20.0,0.71,bending2
3730,370,370,24.75,0.43,24.0,0.0,20.75,0.43,bending2
3731,371,371,24.5,0.5,24.0,0.0,20.75,0.43,bending2
3732,372,372,24.0,0.0,24.0,0.0,20.5,0.5,bending2
3733,373,373,24.0,0.0,24.0,0.0,20.25,0.43,bending2
3734,374,374,24.0,0.0,24.0,0.0,20.67,0.47,bending2
3735,375,375,24.25,0.43,24.0,0.0,21.0,0.0,bending2
3736,376,376,24.0,0.0,23.5,0.5,20.67,0.47,bending2
3737,377,377,24.0,0.0,22.75,0.43,20.0,0.82,bending2
3738,378,378,24.0,0.0,22.0,0.0,19.5,0.87,bending2
3739,379,379,24.0,0.0,21.75,0.43,18.0,0.0,bending2
3740,380,380,24.25,0.43,21.5,0.5,15.25,0.83,bending2
3741,381,381,24.5,0.5,22.0,0.0,15.75,0.83,bending2
3742,382,382,25.25,0.43,22.5,0.5,16.5,1.12,bending2
3743,383,383,26.5,0.5,22.25,0.43,17.75,0.43,bending2
3744,384,384,24.5,0.87,22.25,0.43,19.75,1.09,bending2
3745,385,385,24.0,0.0,22.25,1.3,20.25,1.3,bending2
3746,386,386,24.75,0.43,20.5,0.87,20.0,1.0,bending2
3747,387,387,25.75,0.43,22.33,0.94,18.33,0.47,bending2
3748,388,388,26.0,0.0,21.25,0.43,18.0,0.0,bending2
3749,389,389,26.0,0.0,22.0,0.0,18.33,0.47,bending2
3750,390,390,25.0,0.71,21.5,0.5,18.25,0.43,bending2
3751,391,391,24.67,0.47,21.67,0.47,19.25,1.3,bending2
3752,392,392,26.5,0.87,18.0,0.71,20.5,0.87,bending2
3753,393,393,26.5,0.5,18.0,2.28,21.0,0.82,bending2
3754,394,394,26.5,0.5,19.25,0.83,18.25,1.09,bending2
3755,395,395,25.67,0.94,21.67,0.47,20.75,1.09,bending2
3756,396,396,27.0,0.0,21.25,0.43,20.0,1.0,bending2
3757,397,397,27.0,0.0,21.0,1.87,18.25,3.27,bending2
3758,398,398,26.75,0.43,19.0,3.74,14.33,1.7,bending2
3759,399,399,27.0,0.0,16.6,1.96,11.4,2.24,bending2
3760,400,400,26.25,0.43,18.0,0.0,15.75,1.79,bending2
3761,401,401,26.75,0.43,13.5,2.69,18.5,0.87,bending2
3762,402,402,27.0,0.0,15.33,2.49,17.33,0.94,bending2
3763,403,403,26.67,0.47,14.25,6.76,10.67,1.89,bending2
3764,404,404,27.0,0.0,17.25,4.32,12.5,4.56,bending2
3765,405,405,26.67,0.47,16.25,1.3,14.67,3.68,bending2
3766,406,406,26.75,0.43,18.25,1.48,16.25,4.26,bending2
3767,407,407,26.0,0.71,16.5,1.5,19.75,1.3,bending2
3768,408,408,26.25,0.43,19.25,0.43,16.5,1.12,bending2
3769,409,409,26.67,0.47,18.33,0.47,18.5,0.5,bending2
3770,410,410,27.0,0.0,18.0,0.0,17.75,1.09,bending2
3771,411,411,26.0,0.0,15.0,0.71,19.5,1.12,bending2
3772,412,412,26.0,0.0,14.0,0.71,20.75,0.43,bending2
3773,413,413,26.5,0.87,11.25,1.09,21.0,0.0,bending2
3774,414,414,26.0,0.0,12.75,2.59,21.75,1.3,bending2
3775,415,415,26.75,0.43,16.75,1.79,19.5,1.66,bending2
3776,416,416,26.5,0.5,22.5,1.5,19.5,1.12,bending2
3777,417,417,25.75,0.83,22.75,1.3,20.75,0.83,bending2
3778,418,418,26.0,0.71,21.5,1.5,20.25,1.3,bending2
3779,419,419,26.5,0.5,21.0,0.0,20.33,0.47,bending2
3780,420,420,26.25,0.43,20.67,0.47,19.67,0.47,bending2
3781,421,421,25.75,0.43,20.33,0.94,18.33,0.47,bending2
3782,422,422,26.75,0.43,19.5,2.69,21.0,0.0,bending2
3783,423,423,27.0,0.0,21.5,1.66,22.75,1.09,bending2
3784,424,424,27.0,0.0,21.0,0.0,23.75,0.43,bending2
3785,425,425,27.0,0.0,22.0,0.71,23.0,1.0,bending2
3786,426,426,27.0,0.0,22.67,0.47,22.0,0.82,bending2
3787,427,427,27.0,0.0,23.5,0.5,21.75,0.83,bending2
3788,428,428,26.25,0.83,23.5,0.5,22.75,0.83,bending2
3789,429,429,25.25,0.43,24.0,0.0,23.25,0.83,bending2
3790,430,430,25.33,0.94,23.5,0.5,23.67,0.47,bending2
3791,431,431,25.75,0.43,24.0,0.0,23.75,0.43,bending2
3792,432,432,25.75,0.43,23.5,0.5,23.25,0.83,bending2
